Is_Head_of_Household_,Age,Race,Gender,Ethnicity,Disability,Educational_Level,Employment_Status,Household_Type,ZIP_Code,Service_Id,Date,Program,Housing_Type,City,State,Total_Benefit,Council_District,Monthly_Income,ObjectId
0,14,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1228839,2021/07/30 14:41:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,211.75,4,30870.72,114
0,18,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1228839,2021/07/30 14:41:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,211.75,4,30870.72,115
1,61,African American,Female,Non-Hispanic,Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40211,1215959,2021/07/26 11:49:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,0,116
0,12,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1287610,2021/09/03 14:32:00+00,ARP-Utilities 21,Rent/Non-Subsidized,Louisville,KY,387.69,15,23281.8,117
1,65,White,Female,Non-Hispanic,Disabled,2 or 4 years College,Unemployed(Not in Labor Force),Single Person,40220,1357787,2021/10/26 11:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,381.59,26,11676,118
1,62,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2,12235.2,119
0,17,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2,12235.2,120
1,52,African American,Male,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1236727,2021/08/04 12:13:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,399.43,5,7716,121
0,14,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2,12235.2,122
0,15,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40218,1259437,2021/08/17 11:28:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,280.51,2,12235.2,123
1,41,African American,Female,Non-Hispanic,Disabled,Advanced/Post-Secondary Degree,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,15,7848,124
0,17,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,15,7848,125
1,61,African American,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40258,1667193,2022/04/04 12:39:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,741.39,14,17676,126
0,12,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,15,7848,127
0,7,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40215,1412251,2021/11/19 13:23:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,1000,15,7848,128
1,64,African American,Female,Non-Hispanic,Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1342127,2021/10/18 12:15:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,410.58,4,9504,129
1,54,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40210,1464971,2021/12/27 13:28:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,467.32,3,16392,130
1,63,African American,Female,Non-Hispanic,Not Disabled,Equivalency Diploma (GED),"Unemployed(Long - Term, more than 6 months)",Single Parent Female,40211,1467307,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4,10080,131
0,16,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4,10080,132
0,17,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4,10080,133
0,12,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1467307,2021/12/29 15:17:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,559.72,4,10080,134
1,56,African American,Female,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,5,19404,135
0,12,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,5,19404,136
1,51,African American,Male,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40291,1464595,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22,14583.6,137
0,61,African American,Male,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,5,19404,138
0,15,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40291,1464595,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22,14583.6,139
0,17,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Person,40291,1464595,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22,14583.6,140
0,42,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Single Person,40291,1464595,2021/12/27 09:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,447.91,22,14583.6,141
1,39,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1334976,2021/10/13 11:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,142
0,15,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1334976,2021/10/13 11:54:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,1,0,143
1,41,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Full-Time,Single Parent Female,40202,1272753,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4,15084,144
0,12,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40202,1272753,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4,15084,145
0,14,African American,Male,Non-Hispanic,Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40202,1272753,2021/08/25 09:26:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,458.74,4,15084,146
1,40,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,Employed Full-Time,Single Parent Female,40220,1434990,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26,27923.76,147
0,11,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26,27923.76,148
0,9,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26,27923.76,149
0,6,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26,27923.76,150
0,13,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40220,1434990,2021/12/03 13:12:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,604.47,26,27923.76,151
1,56,White,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Part-Time,Single Parent Female,40299,1240159,2021/08/05 14:24:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,377.7,20,16940.04,152
1,75,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40211,1299009,2021/09/15 08:44:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,274.74,5,7128,153
1,69,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Retired,Single Person,40215,1673678,2022/04/13 11:23:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,630.33,15,9768,154
1,64,African American,Male,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40214,1674006,2022/04/13 14:50:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,323.13,21,8052,155
1,72,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40210,1486692,2022/01/14 15:02:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,363.86,1,7872,156
1,59,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Other,40243,1216934,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18,9768,157
1,65,African American,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Single Person,40203,1243884,2021/08/09 10:30:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,322.96,5,9960,158
0,8,African American,Female,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Other,40243,1216934,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18,9768,159
1,71,African American,Female,Non-Hispanic,Disabled,2 or 4 years College,Retired,Multigenerational Household,40211,1406325,2021/11/17 14:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.73,1,9300,160
0,6,African American,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Other,40243,1216934,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18,9768,161
0,8,African American,Male,Non-Hispanic,Not Disabled,Pre-School,Unemployed(Not in Labor Force),Multigenerational Household,40211,1406325,2021/11/17 14:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,120.73,1,9300,162
0,6,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Other,40243,1216934,2021/07/26 14:27:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,503.32,18,9768,163
1,47,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Employed Full-Time,Single Parent Female,40211,1245045,2021/08/09 14:02:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,613.55,5,33062.4,164
0,18,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Single Parent Female,40211,1245045,2021/08/09 14:02:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,613.55,5,33062.4,165
1,36,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,24744,166
1,31,White,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Long - Term, more than 6 months)",Two Parent Household,40229,1273365,2021/08/25 11:37:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,553.64,13,0,167
0,9,African American,Male,Non-Hispanic,Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,24744,168
1,70,White,Male,Non-Hispanic,Disabled,Grades 9-12,Retired,Two Adults No Children,40214,1396656,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,21,13920,169
0,21,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,24744,170
1,42,African American,Female,Non-Hispanic,Not Disabled,12 grade + Some Post-Secondary,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40212,1223449,2021/07/28 14:46:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,702.64,5,0,171
0,16,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,24744,172
0,8,African American,Female,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40210,1219683,2021/07/27 12:37:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,24744,173
0,52,White,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40214,1396656,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,21,13920,174
0,21,White,Male,Non-Hispanic,Not Disabled,Grades 9-12,Unemployed(Not in Labor Force),Two Adults No Children,40214,1396656,2021/11/12 14:16:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,21,13920,175
1,53,African American,Female,Non-Hispanic,Disabled,Not Applicable,Employed Part-Time,Single Person,40212,1337084,2021/10/14 17:52:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,232.66,5,9984,176
0,8,White,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Two Parent Household,40229,1273365,2021/08/25 11:37:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,553.64,13,0,177
1,54,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40203,1467265,2021/12/29 14:55:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,375.66,4,10332,178
0,13,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1446967,2021/12/09 13:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,303.63,4,28584,179
0,7,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40203,1446967,2021/12/09 13:04:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,303.63,4,28584,180
1,59,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40211,1467765,2021/12/30 14:45:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,473.43,1,13800,181
1,30,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,"Unemployed(Short - Term, 6 months or less)",Single Parent Female,40211,1207264,2021/07/21 13:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,486.25,1,0,182
0,12,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Two Parent Household,40211,1453032,2021/12/13 09:14:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,5,0,183
0,49,African American,Male,Non-Hispanic,Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40212,1467330,2021/12/29 15:30:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,540.65,5,4344,184
0,11,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40211,1207264,2021/07/21 13:53:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,486.25,1,0,185
1,51,African American,Male,Non-Hispanic,Not Disabled,Not Applicable,Employed Part-Time,Single Parent Male,40217,1260594,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,19200,186
0,11,White,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40217,1260594,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,19200,187
0,11,White,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Male,40217,1260594,2021/08/17 15:10:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,1000,15,19200,188
0,15,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40211,1302251,2021/09/20 14:09:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,1000,5,19404,189
1,39,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Employed Part-Time,Single Parent Female,40213,1318133,2021/09/30 10:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,504.88,21,0,190
0,13,African American,Female,Non-Hispanic,Not Disabled,Not Applicable,Unemployed(Not in Labor Force),Single Parent Female,40213,1318133,2021/09/30 10:51:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,504.88,21,0,191
1,47,White,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Parent Female,40220,1326682,2021/10/07 10:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,372.28,26,13068,192
1,29,African American,Female,Non-Hispanic,Not Disabled,2 or 4 years College,Employed Part-Time,Single Parent Female,40212,1236744,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468,5,4819.2,193
0,6,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1236744,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468,5,4819.2,194
0,5,African American,Female,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Parent Female,40212,1236744,2021/08/04 12:17:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,468,5,4819.2,195
1,43,White,Male,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,"Unemployed(Long - Term, more than 6 months)",Two Adults No Children,40217,1379446,2021/11/04 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,270.98,15,0,196
0,41,White,Female,Non-Hispanic,Disabled,12 grade + Some Post-Secondary,Unemployed(Not in Labor Force),Two Adults No Children,40217,1379446,2021/11/04 15:00:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,270.98,15,0,197
1,69,White,Female,Non-Hispanic,Disabled,Unknown,Retired,Single Person,40299,1378486,2021/11/04 12:40:00+00,ARP-Utilities 21,Rent/Non-Subsidized,LOUISVILLE,KY,131.2,11,13884,198
1,77,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Retired,Single Parent Female,40211,1285148,2021/09/02 11:43:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,119.11,1,15678,199
1,65,African American,Female,Non-Hispanic,Disabled,High School Graduate,Retired,Single Person,40211,1210061,2021/07/22 14:10:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,185.69,5,12168,200
1,37,African American,Female,Non-Hispanic,Not Disabled,High School Graduate,Unemployed(Not in Labor Force),Single Person,40202,1463347,2021/12/22 13:25:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,424.12,4,24012,201
1,66,African American,Female,Non-Hispanic,Disabled,High School Graduate,Unemployed(Not in Labor Force),Multigenerational Household,40212,1462454,2021/12/21 11:26:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.48,5,10332,202
0,13,Mixed Race,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Multigenerational Household,40212,1462454,2021/12/21 11:26:00+00,ARP-Utilities 21,Own,LOUISVILLE,KY,244.48,5,10332,203
1,61,African American,Female,Non-Hispanic,Disabled,High School Graduate,Employed Part-Time,Single Person,40211,1454920,2021/12/14 10:31:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,329.14,0,20424,204
1,40,African American,Female,Non-Hispanic,Not Disabled,Grades 9-12,"Unemployed(Long - Term, more than 6 months)",Single Person,40212,1317566,2021/09/29 16:15:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,496.35,5,18048,205
0,12,African American,Male,Non-Hispanic,Not Disabled,Grades 0-8,Unemployed(Not in Labor Force),Single Person,40212,1317566,2021/09/29 16:15:00+00,ARP-Utilities 21,Rent/Subsidized,LOUISVILLE,KY,496.35,5,18048,206
